000745,北信瑞丰稳定收益C,2019-03-26,1.0640,1.0643,0.03,2019-03-27 15:00
000803,工银研究精选股票,2019-03-26,1.3390,1.3408,0.13,2019-03-27 15:00
000762,汇添富绝对收益定开混合,2019-03-26,1.1570,1.1573,0.02,2019-03-27 15:00
000828,泰达转型机遇,2019-03-26,0.8430,0.8466,0.42,2019-03-27 15:00
000804,中信建投稳利混合A,2019-03-26,1.0494,1.0503,0.09,2019-03-27 15:00
000768,长城久盈纯债债券,2019-03-26,1.0006,1.0008,0.02,2019-03-27 15:00
000843,富国新回报灵活配置混合C,2019-03-26,1.1130,1.1140,0.09,2019-03-27 15:00
000867,华宝品质生活股票,2019-03-26,0.9560,0.9611,0.54,2019-03-27 15:00
000812,富国收益增强债券C,2019-03-26,1.1250,1.1257,0.06,2019-03-27 15:00
000814,鑫元合享纯债C,2019-03-26,1.0136,1.0139,0.02,2019-03-27 15:00
000841,富国新回报灵活配置混合A/B,2019-03-26,1.1310,1.1320,0.09,2019-03-27 15:00
000850,汇丰晋信双核策略混合C,2019-03-26,1.1345,1.1463,1.04,2019-03-27 15:00
000866,华宝制造股票,2019-03-26,1.1080,1.1114,0.30,2019-03-27 15:00
000845,国投瑞银信息消费混合,2019-03-26,1.0510,1.0649,1.32,2019-03-27 15:00
000859,融通通瑞债券C,2019-03-26,1.0490,1.0501,0.10,2019-03-27 15:00
000887,上投摩根稳进回报混合,2019-03-26,0.9980,0.9989,0.09,2019-03-27 15:00
000914,中加纯债债券,2019-03-26,1.0418,1.0421,0.03,2019-03-27 15:00
000835,华润元大富时中国A50指数,2019-03-26,1.7200,1.7414,1.24,2019-03-27 15:00
000927,博时大中华亚太精选美元现汇,2019-03-25,0.1680,0.1685,0.32,2019-03-27 16:00
000911,鑫元合丰纯债A,2019-03-26,1.0168,1.0169,0.01,2019-03-27 15:00
000940,富国中小盘精选混合,2019-03-26,1.2110,1.2098,-0.10,2019-03-27 15:00
000896,鑫元聚鑫收益增强债A,2019-03-26,0.9846,0.9846,0.00,2019-03-27 15:00
000934,国富大中华精选混合,2019-03-25,1.3110,1.3159,0.38,2019-03-27 16:00
000958,东吴鼎元A,2019-03-26,0.9340,0.9342,0.02,2019-03-27 15:00
000926,中信建投睿信灵活配置混合A,2019-03-26,0.6880,0.6886,0.09,2019-03-27 15:00
000955,南方产业活力,2019-03-26,0.9690,0.9852,1.67,2019-03-27 15:00
000967,华泰柏瑞创新动力混合,2019-03-26,1.4880,1.5028,0.99,2019-03-27 15:00
000977,长城环保主题混合,2019-03-26,0.9422,0.9468,0.49,2019-03-27 15:00
000933,前海开源睿远稳健增利混合C,2019-03-26,1.3180,1.3203,0.17,2019-03-27 15:00
000931,国寿安保尊益信用纯债一年,2019-03-22,1.0630,1.0646,0.15,2019-03-27 15:00
000988,嘉实全球互联网股票人民币,2019-03-25,1.4430,1.4486,0.39,2019-03-27 04:00
000993,华宝稳健回报混合,2019-03-26,0.7780,0.7810,0.38,2019-03-27 15:00
001001,华夏债券A/B,2019-03-26,1.0990,1.0994,0.04,2019-03-27 15:00
000970,东方红睿元混合,2019-03-22,2.3350,2.3524,0.75,2019-03-27 15:00
000972,新华万银策略灵活配置混合,2019-03-26,1.0150,1.0209,0.58,2019-03-27 15:00
001007,国联安鑫安灵活配置混合,2019-03-26,0.9561,0.9826,2.77,2019-03-27 15:00
000976,长城新兴产业混合,2019-03-26,1.2126,1.2159,0.27,2019-03-27 15:00
000948,华夏沪港通恒生ETF联接A,2019-03-26,1.2549,1.2549,0.00,2019-03-27 16:00
001015,华夏沪深300指数增强A,2019-03-26,1.3470,1.3619,1.10,2019-03-27 15:00
000959,东吴鼎元C,2019-03-26,0.9310,0.9312,0.02,2019-03-27 15:00
000975,MSCI中国A股国际通联接A,2019-03-26,1.0300,1.0384,0.81,2019-03-27 15:00
001030,天弘云端生活优选,2019-03-26,0.7443,0.7561,1.58,2019-03-27 15:00
001033,华夏安康优选债券C,2019-03-26,1.2960,1.2972,0.09,2019-03-27 15:00
000998,南方双元C,2019-03-26,1.0780,1.0784,0.04,2019-03-27 15:00
000997,南方双元A,2019-03-26,1.0900,1.0904,0.04,2019-03-27 15:00
000991,工银战略转型股票,2019-03-26,1.2290,1.2334,0.36,2019-03-27 15:00
001011,华夏希望债券A,2019-03-26,1.1400,1.1405,0.04,2019-03-27 15:00
001021,华夏亚债中国指数A,2019-03-26,1.2320,1.2323,0.02,2019-03-27 15:00
001016,华夏沪深300指数增强C,2019-03-26,1.3190,1.3335,1.10,2019-03-27 15:00
001075,宝盈转型动力混合,2019-03-26,0.6440,0.6519,1.23,2019-03-27 15:00
001053,南方创新经济,2019-03-26,1.2120,1.2237,0.96,2019-03-27 15:00
001050,汇添富成长多因子量化策略股票,2019-03-26,1.0920,1.0972,0.47,2019-03-27 15:00
001054,工银新金融股票,2019-03-26,1.0370,1.0491,1.16,2019-03-27 15:00
001027,前海开源中证大农业指数增强,2019-03-26,0.8500,0.8566,0.78,2019-03-27 15:00
001088,华宝国策导向混合,2019-03-26,0.6530,0.6591,0.94,2019-03-27 15:00
001019,兴业年年利定开债,2019-03-26,1.1000,1.1054,0.49,2019-03-27 15:00
001060,前海开源高端装备制造混合,2019-03-26,1.2630,1.2760,1.03,2019-03-27 15:00
001097,华泰柏瑞积极优选股票,2019-03-26,0.5940,0.6030,1.51,2019-03-27 15:00
001116,广发聚安混合C,2019-03-26,1.1520,1.1530,0.09,2019-03-27 15:00
001118,华宝事件驱动混合,2019-03-26,0.6520,0.6597,1.18,2019-03-27 15:00
001036,嘉实企业变革股票,2019-03-26,0.9590,0.9658,0.71,2019-03-27 15:00
001121,东方睿鑫热点挖掘混合C,2019-03-26,0.5582,0.5624,0.75,2019-03-27 15:00
001086,华富恒利债券A,2019-03-26,1.0830,1.0824,-0.05,2019-03-27 15:00
001059,中金绝对收益,2019-03-26,1.0230,1.0232,0.02,2019-03-27 15:00
001093,广发生物科技指数美元,2019-03-25,0.1446,0.1453,0.51,2019-03-27 04:00
001139,华安新动力灵活配置混合,2019-03-26,1.1570,1.1580,0.09,2019-03-27 15:00
001043,工银美丽城镇股票,2019-03-26,1.1300,1.1482,1.61,2019-03-27 15:00
001076,易方达改革红利混合,2019-03-26,0.9460,0.9687,2.40,2019-03-27 15:00
001147,中欧瑾源灵活配置混合C,2019-03-26,1.1577,1.1587,0.09,2019-03-27 15:00
001070,建信信息产业股票,2019-03-26,1.2070,1.2106,0.30,2019-03-27 15:00
001056,北信瑞丰健康生活,2019-03-26,0.8280,0.8479,2.40,2019-03-27 15:00
001152,融通新区域新经济灵活配置混合,2019-03-26,0.5480,0.5503,0.42,2019-03-27 15:00
001125,博时互联网主题灵活配置混合,2019-03-26,0.6830,0.6852,0.32,2019-03-27 15:00
001106,华商健康生活混合,2019-03-26,0.8100,0.8268,2.07,2019-03-27 15:00
001166,建信环保产业股票,2019-03-26,0.6540,0.6543,0.04,2019-03-27 15:00
001135,益民品质升级混合,2019-03-26,0.5480,0.5593,2.07,2019-03-27 15:00
001173,中欧瑾和灵活配置混合A,2019-03-26,1.0870,1.0900,0.27,2019-03-27 15:00
001143,华商量化进取混合,2019-03-26,0.7370,0.7475,1.42,2019-03-27 15:00
001178,前海开源再融资股票,2019-03-26,1.3630,1.3662,0.23,2019-03-27 15:00
001181,南方改革机遇,2019-03-26,0.8810,0.8915,1.20,2019-03-27 15:00
001193,中金消费升级,2019-03-26,0.7100,0.7229,1.82,2019-03-27 15:00
001149,汇丰晋信恒生龙头指数C,2019-03-26,1.4942,1.5063,0.81,2019-03-27 15:00
001210,天弘互联网混合,2019-03-26,0.6017,0.5989,-0.47,2019-03-27 15:00
001202,东方红领先精选混合,2019-03-26,1.1550,1.1571,0.19,2019-03-27 15:00
001213,华润元大稳健债券C,2019-03-26,1.0360,1.0362,0.02,2019-03-27 15:00
001192,上投摩根整合驱动混合,2019-03-26,0.5430,0.5530,1.85,2019-03-27 15:00
001201,申万菱信安鑫回报混合A,2019-03-26,1.0770,1.0779,0.09,2019-03-27 15:00
001231,银华泰利灵活配置混合A,2019-03-26,1.2430,1.2684,2.04,2019-03-27 15:00
